timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
630881679,0.0,0.0,1.5556353,0.0,0.71244663,0.0,0.0,0.7017263,0.0,0.0,-0.001,0,0
630891702,0.0,0.0,1.5556643,0.0,0.7124365,0.0,0.0,0.7017366,0.0,0.0,-0.001,0,0
630901756,0.0,0.0,1.5555921,0.0,0.7124618,0.0,0.0,0.7017109,0.0,0.0,-0.001,0,0
630911725,0.0,0.0,1.5554084,0.0,0.71252626,0.0,0.0,0.70164543,0.0,0.0,-0.001,0,0
630921674,0.0,0.0,1.5552897,0.0,0.7125679,0.0,0.0,0.7016032,0.0,0.0,-0.001,0,0
630931732,0.0,0.0,1.5552762,0.0,0.7125727,0.0,0.0,0.70159835,0.0,0.0,-0.001,0,0
630941709,0.0,0.0,1.5553949,0.0,0.71253103,0.0,0.0,0.70164067,0.0,0.0,-0.001,0,0
630951711,0.0,0.0,1.5555637,0.0,0.7124718,0.0,0.0,0.70170075,0.0,0.0,-0.001,0,0
630961714,0.0,0.0,1.5556644,0.0,0.71243644,0.0,0.0,0.7017367,0.0,0.0,-0.001,0,0
630971714,0.0,0.0,1.5556822,0.0,0.7124302,0.0,0.0,0.701743,0.0,0.0,-0.001,0,0
630981681,0.0,0.0,1.5556068,0.0,0.71245664,0.0,0.0,0.7017161,0.0,0.0,-0.001,0,0
630991726,0.0,0.0,1.5554758,0.0,0.7125026,0.0,0.0,0.70166945,0.0,0.0,-0.001,0,0
631001724,0.0,0.0,1.555353,0.0,0.71254563,0.0,0.0,0.7016258,0.0,0.0,-0.001,0,0
631011713,0.0,0.0,1.5553175,0.0,0.7125581,0.0,0.0,0.7016132,0.0,0.0,-0.001,0,0
631021704,0.0,0.0,1.5553863,0.0,0.712534,0.0,0.0,0.70163757,0.0,0.0,-0.001,0,0
631031814,0.0,0.0,1.555481,0.0,0.7125008,0.0,0.0,0.70167136,0.0,0.0,-0.001,0,0
631041676,0.0,0.0,1.5555766,0.0,0.71246725,0.0,0.0,0.70170534,0.0,0.0,-0.001,0,0
631051736,0.0,0.0,1.5556346,0.0,0.71244687,0.0,0.0,0.7017261,0.0,0.0,-0.001,0,0
631061769,0.0,0.0,1.5556071,0.0,0.7124566,0.0,0.0,0.7017162,0.0,0.0,-0.001,0,0
631071730,0.0,0.0,1.5555322,0.0,0.7124828,0.0,0.0,0.7016896,0.0,0.0,-0.001,0,0
631081710,0.0,0.0,1.5554249,0.0,0.7125205,0.0,0.0,0.70165133,0.0,0.0,-0.001,0,0
631091707,0.0,0.0,1.5553613,0.0,0.71254283,0.0,0.0,0.7016286,0.0,0.0,-0.001,0,0
631101680,0.0,0.0,1.5553584,0.0,0.7125438,0.0,0.0,0.7016276,0.0,0.0,-0.001,0,0
631111744,0.0,0.0,1.5553855,0.0,0.71253425,0.0,0.0,0.7016373,0.0,0.0,-0.001,0,0
631121680,0.0,0.0,1.5554684,0.0,0.71250516,0.0,0.0,0.70166695,0.0,0.0,-0.001,0,0
631131739,0.0,0.0,1.5555658,0.0,0.712471,0.0,0.0,0.70170164,0.0,0.0,-0.001,0,0
631141706,0.0,0.0,1.5556089,0.0,0.71245587,0.0,0.0,0.7017169,0.0,0.0,-0.001,0,0
631151723,0.0,0.0,1.5556047,0.0,0.7124574,0.0,0.0,0.70171535,0.0,0.0,-0.001,0,0
631161858,0.0,0.0,1.5555558,0.0,0.7124745,0.0,0.0,0.701698,0.0,0.0,-0.001,0,0
631171827,0.0,0.0,1.555448,0.0,0.7125124,0.0,0.0,0.7016595,0.0,0.0,-0.001,0,0
631181836,0.0,0.0,1.5553615,0.0,0.7125427,0.0,0.0,0.70162874,0.0,0.0,-0.001,0,0
631191793,0.0,0.0,1.5553423,0.0,0.7125494,0.0,0.0,0.70162195,0.0,0.0,-0.001,0,0
631201883,0.0,0.0,1.55539,0.0,0.7125327,0.0,0.0,0.70163894,0.0,0.0,-0.001,0,0
631211808,0.0,0.0,1.5555034,0.0,0.71249294,0.0,0.0,0.7016794,0.0,0.0,-0.001,0,0
631221798,0.0,0.0,1.555596,0.0,0.7124604,0.0,0.0,0.7017123,0.0,0.0,-0.001,0,0
631231872,0.0,0.0,1.5556604,0.0,0.71243787,0.0,0.0,0.7017353,0.0,0.0,-0.001,0,0
631241905,0.0,0.0,1.5556557,0.0,0.7124395,0.0,0.0,0.7017335,0.0,0.0,-0.001,0,0
631251800,0.0,0.0,1.555548,0.0,0.7124773,0.0,0.0,0.7016952,0.0,0.0,-0.001,0,0
631261905,0.0,0.0,1.5554425,0.0,0.7125143,0.0,0.0,0.70165765,0.0,0.0,-0.001,0,0
631271874,0.0,0.0,1.5553697,0.0,0.7125398,0.0,0.0,0.70163167,0.0,0.0,-0.001,0,0
631281801,0.0,0.0,1.5553739,0.0,0.71253836,0.0,0.0,0.70163316,0.0,0.0,-0.001,0,0
631291863,0.0,0.0,1.5554591,0.0,0.71250844,0.0,0.0,0.7016635,0.0,0.0,-0.001,0,0
631301843,0.0,0.0,1.5555505,0.0,0.7124764,0.0,0.0,0.70169616,0.0,0.0,-0.001,0,0
631311814,0.0,0.0,1.5556233,0.0,0.71245086,0.0,0.0,0.701722,0.0,0.0,-0.001,0,0
631321867,0.0,0.0,1.5556293,0.0,0.7124488,0.0,0.0,0.7017242,0.0,0.0,-0.001,0,0
631331829,0.0,0.0,1.5555785,0.0,0.7124666,0.0,0.0,0.7017061,0.0,0.0,-0.001,0,0
631341861,0.0,0.0,1.5555006,0.0,0.7124939,0.0,0.0,0.7016784,0.0,0.0,-0.001,0,0
631351833,0.0,0.0,1.555424,0.0,0.7125208,0.0,0.0,0.70165104,0.0,0.0,-0.001,0,0
631361853,0.0,0.0,1.5553778,0.0,0.71253693,0.0,0.0,0.70163465,0.0,0.0,-0.001,0,0
631371804,0.0,0.0,1.5554159,0.0,0.71252364,0.0,0.0,0.7016481,0.0,0.0,-0.001,0,0
631381854,0.0,0.0,1.5554736,0.0,0.71250343,0.0,0.0,0.7016686,0.0,0.0,-0.001,0,0
631391820,0.0,0.0,1.5555317,0.0,0.712483,0.0,0.0,0.7016894,0.0,0.0,-0.001,0,0
631401839,0.0,0.0,1.555594,0.0,0.7124612,0.0,0.0,0.70171165,0.0,0.0,-0.001,0,0
631411844,0.0,0.0,1.5556113,0.0,0.71245503,0.0,0.0,0.7017178,0.0,0.0,-0.001,0,0
631421803,0.0,0.0,1.5555844,0.0,0.7124645,0.0,0.0,0.70170814,0.0,0.0,-0.001,0,0
631431831,0.0,0.0,1.5555334,0.0,0.7124824,0.0,0.0,0.70169,0.0,0.0,-0.001,0,0
631441871,0.0,0.0,1.5554526,0.0,0.71251076,0.0,0.0,0.70166117,0.0,0.0,-0.001,0,0
631451887,0.0,0.0,1.5553977,0.0,0.71253,0.0,0.0,0.7016416,0.0,0.0,-0.001,0,0
631461861,0.0,0.0,1.5553889,0.0,0.7125331,0.0,0.0,0.7016385,0.0,0.0,-0.001,0,0
631471837,0.0,0.0,1.5554252,0.0,0.71252036,0.0,0.0,0.7016514,0.0,0.0,-0.001,0,0
631481912,0.0,0.0,1.5555097,0.0,0.7124907,0.0,0.0,0.7016816,0.0,0.0,-0.001,0,0
631491798,0.0,0.0,1.5555592,0.0,0.7124734,0.0,0.0,0.7016992,0.0,0.0,-0.001,0,0
631501862,0.0,0.0,1.5555739,0.0,0.7124682,0.0,0.0,0.70170444,0.0,0.0,-0.001,0,0
631511800,0.0,0.0,1.5555536,0.0,0.7124753,0.0,0.0,0.7016972,0.0,0.0,-0.001,0,0
631521841,0.0,0.0,1.5554873,0.0,0.71249855,0.0,0.0,0.70167357,0.0,0.0,-0.001,0,0
631531825,0.0,0.0,1.5554402,0.0,0.7125151,0.0,0.0,0.70165676,0.0,0.0,-0.001,0,0
631541793,0.0,0.0,1.5554416,0.0,0.71251464,0.0,0.0,0.7016573,0.0,0.0,-0.001,0,0
631551823,0.0,0.0,1.5554501,0.0,0.7125116,0.0,0.0,0.7016604,0.0,0.0,-0.001,0,0
631561848,0.0,0.0,1.5555065,0.0,0.71249187,0.0,0.0,0.70168036,0.0,0.0,-0.001,0,0
631571786,0.0,0.0,1.5555458,0.0,0.71247804,0.0,0.0,0.7016944,0.0,0.0,-0.001,0,0
631581837,0.0,0.0,1.5555549,0.0,0.7124749,0.0,0.0,0.7016977,0.0,0.0,-0.001,0,0
631591837,0.0,0.0,1.5555612,0.0,0.7124726,0.0,0.0,0.7016999,0.0,0.0,-0.001,0,0
631601790,0.0,0.0,1.5555089,0.0,0.71249104,0.0,0.0,0.70168126,0.0,0.0,-0.001,0,0
631611848,0.0,0.0,1.5554873,0.0,0.71249855,0.0,0.0,0.70167357,0.0,0.0,-0.001,0,0
631621805,0.0,0.0,1.5554923,0.0,0.7124968,0.0,0.0,0.7016754,0.0,0.0,-0.001,0,0
631631816,0.0,0.0,1.5555065,0.0,0.71249187,0.0,0.0,0.70168036,0.0,0.0,-0.001,0,0
631641787,0.0,0.0,1.5555366,0.0,0.71248126,0.0,0.0,0.70169115,0.0,0.0,-0.001,0,0
631651896,0.0,0.0,1.5555488,0.0,0.71247697,0.0,0.0,0.7016955,0.0,0.0,-0.001,0,0
631661741,0.0,0.0,1.5555346,0.0,0.712482,0.0,0.0,0.7016905,0.0,0.0,-0.001,0,0
631671692,0.0,0.0,1.5555333,0.0,0.7124824,0.0,0.0,0.70169,0.0,0.0,-0.001,0,0
631681697,0.0,0.0,1.555523,0.0,0.712486,0.0,0.0,0.7016864,0.0,0.0,-0.001,0,0
631691770,0.0,0.0,1.5555077,0.0,0.71249145,0.0,0.0,0.70168084,0.0,0.0,-0.001,0,0
631701666,0.0,0.0,1.5555062,0.0,0.7124919,0.0,0.0,0.7016803,0.0,0.0,-0.001,0,0
631711719,0.0,0.0,1.5554941,0.0,0.7124962,0.0,0.0,0.70167595,0.0,0.0,-0.001,0,0
631721693,0.0,0.0,1.5555112,0.0,0.7124902,0.0,0.0,0.70168215,0.0,0.0,-0.001,0,0
631731692,0.0,0.0,1.555526,0.0,0.712485,0.0,0.0,0.70168734,0.0,0.0,-0.001,0,0
631741702,0.0,0.0,1.555535,0.0,0.7124818,0.0,0.0,0.7016907,0.0,0.0,-0.001,0,0
631751728,0.0,0.0,1.5555682,0.0,0.7124702,0.0,0.0,0.7017024,0.0,0.0,-0.001,0,0
631761666,0.0,0.0,1.555573,0.0,0.7124685,0.0,0.0,0.7017041,0.0,0.0,-0.001,0,0
631771718,0.0,0.0,1.5555383,0.0,0.71248066,0.0,0.0,0.7016917,0.0,0.0,-0.001,0,0
631781691,0.0,0.0,1.5555127,0.0,0.71248966,0.0,0.0,0.7016826,0.0,0.0,-0.001,0,0
631791694,0.0,0.0,1.5554794,0.0,0.7125013,0.0,0.0,0.7016708,0.0,0.0,-0.001,0,0
631801695,0.0,0.0,1.5554764,0.0,0.7125024,0.0,0.0,0.70166975,0.0,0.0,-0.001,0,0
631811695,0.0,0.0,1.5555198,0.0,0.71248716,0.0,0.0,0.7016852,0.0,0.0,-0.001,0,0
631821658,0.0,0.0,1.5555605,0.0,0.71247286,0.0,0.0,0.7016997,0.0,0.0,-0.001,0,0
631831725,0.0,0.0,1.5556105,0.0,0.71245533,0.0,0.0,0.7017175,0.0,0.0,-0.001,0,0
631841667,0.0,0.0,1.555608,0.0,0.7124562,0.0,0.0,0.70171654,0.0,0.0,-0.001,0,0
631851846,0.0,0.0,1.5555729,0.0,0.7124685,0.0,0.0,0.7017041,0.0,0.0,-0.001,0,0
631861699,0.0,0.0,1.5555358,0.0,0.71248156,0.0,0.0,0.7016909,0.0,0.0,-0.001,0,0
631871762,0.0,0.0,1.5554851,0.0,0.7124993,0.0,0.0,0.70167285,0.0,0.0,-0.001,0,0
631881662,0.0,0.0,1.5554795,0.0,0.7125013,0.0,0.0,0.7016708,0.0,0.0,-0.001,0,0
631891719,0.0,0.0,1.555496,0.0,0.71249557,0.0,0.0,0.70167667,0.0,0.0,-0.001,0,0
631901733,0.0,0.0,1.555506,0.0,0.71249205,0.0,0.0,0.7016802,0.0,0.0,-0.001,0,0
631911727,0.0,0.0,1.5555388,0.0,0.7124805,0.0,0.0,0.701692,0.0,0.0,-0.001,0,0
631921686,0.0,0.0,1.5555745,0.0,0.7124679,0.0,0.0,0.70170474,0.0,0.0,-0.001,0,0
631931692,0.0,0.0,1.5555761,0.0,0.71246743,0.0,0.0,0.70170516,0.0,0.0,-0.001,0,0
631941670,0.0,0.0,1.5555454,0.0,0.71247816,0.0,0.0,0.7016943,0.0,0.0,-0.001,0,0
631951861,0.0,0.0,1.555521,0.0,0.71248674,0.0,0.0,0.7016856,0.0,0.0,-0.001,0,0
631961668,0.0,0.0,1.5555031,0.0,0.71249306,0.0,0.0,0.70167917,0.0,0.0,-0.001,0,0
631971687,0.0,0.0,1.5554886,0.0,0.7124981,0.0,0.0,0.7016741,0.0,0.0,-0.001,0,0
631981716,0.0,0.0,1.5554625,0.0,0.71250725,0.0,0.0,0.70166475,0.0,0.0,-0.001,0,0
631991695,0.0,0.0,1.5554845,0.0,0.71249956,0.0,0.0,0.7016726,0.0,0.0,-0.001,0,0
632001658,0.0,0.0,1.5555077,0.0,0.71249145,0.0,0.0,0.70168084,0.0,0.0,-0.001,0,0
632011721,0.0,0.0,1.5555288,0.0,0.712484,0.0,0.0,0.70168835,0.0,0.0,-0.001,0,0
632021659,0.0,0.0,1.5555602,0.0,0.712473,0.0,0.0,0.70169955,0.0,0.0,-0.001,0,0
632031691,0.0,0.0,1.5555633,0.0,0.71247184,0.0,0.0,0.7017007,0.0,0.0,-0.001,0,0
632041721,0.0,0.0,1.5555388,0.0,0.7124805,0.0,0.0,0.701692,0.0,0.0,-0.001,0,0
632051819,0.0,0.0,1.5555139,0.0,0.71248925,0.0,0.0,0.70168304,0.0,0.0,-0.001,0,0
632061665,0.0,0.0,1.5554891,0.0,0.71249795,0.0,0.0,0.7016743,0.0,0.0,-0.001,0,0
632071722,0.0,0.0,1.5554812,0.0,0.71250075,0.0,0.0,0.7016714,0.0,0.0,-0.001,0,0
632081741,0.0,0.0,1.5554965,0.0,0.7124954,0.0,0.0,0.70167685,0.0,0.0,-0.001,0,0
632091694,0.0,0.0,1.5555092,0.0,0.71249086,0.0,0.0,0.70168144,0.0,0.0,-0.001,0,0
632101693,0.0,0.0,1.5555239,0.0,0.71248573,0.0,0.0,0.7016867,0.0,0.0,-0.001,0,0
632111800,0.0,0.0,1.5555285,0.0,0.71248406,0.0,0.0,0.7016883,0.0,0.0,-0.001,0,0
632121656,0.0,0.0,1.5555118,0.0,0.71248996,0.0,0.0,0.7016824,0.0,0.0,-0.001,0,0
632131719,0.0,0.0,1.5555176,0.0,0.71248794,0.0,0.0,0.70168436,0.0,0.0,-0.001,0,0
632141672,0.0,0.0,1.5554957,0.0,0.7124956,0.0,0.0,0.7016766,0.0,0.0,-0.001,0,0
632151815,0.0,0.0,1.5554767,0.0,0.7125023,0.0,0.0,0.7016699,0.0,0.0,-0.001,0,0
632161694,0.0,0.0,1.555467,0.0,0.71250564,0.0,0.0,0.7016664,0.0,0.0,-0.001,0,0
632171712,0.0,0.0,1.5554625,0.0,0.71250725,0.0,0.0,0.70166475,0.0,0.0,-0.001,0,0
632181666,0.0,0.0,1.5554608,0.0,0.71250784,0.0,0.0,0.7016642,0.0,0.0,-0.001,0,0
632191721,0.0,0.0,1.5554787,0.0,0.7125016,0.0,0.0,0.7016705,0.0,0.0,-0.001,0,0
632201656,0.0,0.0,1.5554957,0.0,0.7124956,0.0,0.0,0.7016766,0.0,0.0,-0.001,0,0
632211696,0.0,0.0,1.5555077,0.0,0.71249145,0.0,0.0,0.70168084,0.0,0.0,-0.001,0,0
632221679,0.0,0.0,1.5555196,0.0,0.7124873,0.0,0.0,0.7016851,0.0,0.0,-0.001,0,0
632231700,0.0,0.0,1.5555006,0.0,0.7124939,0.0,0.0,0.7016784,0.0,0.0,-0.001,0,0
632241691,0.0,0.0,1.5554894,0.0,0.71249783,0.0,0.0,0.70167434,0.0,0.0,-0.001,0,0
632251851,0.0,0.0,1.5554799,0.0,0.71250117,0.0,0.0,0.70167094,0.0,0.0,-0.001,0,0
632261669,0.0,0.0,1.5554496,0.0,0.7125118,0.0,0.0,0.7016602,0.0,0.0,-0.001,0,0
632271682,0.0,0.0,1.5554705,0.0,0.7125045,0.0,0.0,0.70166755,0.0,0.0,-0.001,0,0
632281690,0.0,0.0,1.5554928,0.0,0.71249664,0.0,0.0,0.70167553,0.0,0.0,-0.001,0,0
632291770,0.0,0.0,1.5554965,0.0,0.7124954,0.0,0.0,0.70167685,0.0,0.0,-0.001,0,0
632301686,0.0,0.0,1.5555108,0.0,0.7124904,0.0,0.0,0.7016819,0.0,0.0,-0.001,0,0
632311721,0.0,0.0,1.5554997,0.0,0.7124942,0.0,0.0,0.7016781,0.0,0.0,-0.001,0,0
632321731,0.0,0.0,1.5555019,0.0,0.7124935,0.0,0.0,0.70167875,0.0,0.0,-0.001,0,0
632331698,0.0,0.0,1.5555031,0.0,0.71249306,0.0,0.0,0.70167917,0.0,0.0,-0.001,0,0
632341700,0.0,0.0,1.5555005,0.0,0.71249396,0.0,0.0,0.70167834,0.0,0.0,-0.001,0,0
632351825,0.0,0.0,1.5555009,0.0,0.7124938,0.0,0.0,0.70167845,0.0,0.0,-0.001,0,0
632361661,0.0,0.0,1.5554811,0.0,0.71250075,0.0,0.0,0.7016714,0.0,0.0,-0.001,0,0
632371736,0.0,0.0,1.5554748,0.0,0.712503,0.0,0.0,0.70166904,0.0,0.0,-0.001,0,0
632381666,0.0,0.0,1.5554909,0.0,0.7124973,0.0,0.0,0.7016749,0.0,0.0,-0.001,0,0
632391695,0.0,0.0,1.55547,0.0,0.7125047,0.0,0.0,0.70166737,0.0,0.0,-0.001,0,0
632401694,0.0,0.0,1.5554992,0.0,0.7124944,0.0,0.0,0.7016778,0.0,0.0,-0.001,0,0
632411692,0.0,0.0,1.5555222,0.0,0.7124863,0.0,0.0,0.701686,0.0,0.0,-0.001,0,0
632421655,0.0,0.0,1.5555189,0.0,0.7124875,0.0,0.0,0.7016848,0.0,0.0,-0.001,0,0
632431750,0.0,0.0,1.5555339,0.0,0.7124822,0.0,0.0,0.7016902,0.0,0.0,-0.001,0,0
632441673,0.0,0.0,1.5555197,0.0,0.71248716,0.0,0.0,0.7016852,0.0,0.0,-0.001,0,0
632451815,0.0,0.0,1.5554912,0.0,0.71249723,0.0,0.0,0.70167494,0.0,0.0,-0.001,0,0
632461708,0.0,0.0,1.5554672,0.0,0.7125056,0.0,0.0,0.7016665,0.0,0.0,-0.001,0,0
632471691,0.0,0.0,1.5554534,0.0,0.7125104,0.0,0.0,0.7016616,0.0,0.0,-0.001,0,0
632481664,0.0,0.0,1.5554676,0.0,0.7125055,0.0,0.0,0.70166653,0.0,0.0,-0.001,0,0
632491722,0.0,0.0,1.5554869,0.0,0.7124987,0.0,0.0,0.7016734,0.0,0.0,-0.001,0,0
632501779,0.0,0.0,1.5554891,0.0,0.71249795,0.0,0.0,0.7016743,0.0,0.0,-0.001,0,0
632511691,0.0,0.0,1.5555208,0.0,0.71248686,0.0,0.0,0.7016855,0.0,0.0,-0.001,0,0
632521692,0.0,0.0,1.5555207,0.0,0.71248686,0.0,0.0,0.7016855,0.0,0.0,-0.001,0,0
632531772,0.0,0.0,1.5554894,0.0,0.71249783,0.0,0.0,0.70167434,0.0,0.0,-0.001,0,0
632541668,0.0,0.0,1.5554612,0.0,0.7125078,0.0,0.0,0.70166427,0.0,0.0,-0.001,0,0
632551854,0.0,0.0,1.555446,0.0,0.712513,0.0,0.0,0.70165896,0.0,0.0,-0.001,0,0
632561693,0.0,0.0,1.5554367,0.0,0.7125163,0.0,0.0,0.7016555,0.0,0.0,-0.001,0,0
632571697,0.0,0.0,1.5554432,0.0,0.71251404,0.0,0.0,0.7016579,0.0,0.0,-0.001,0,0
632581695,0.0,0.0,1.5554357,0.0,0.7125167,0.0,0.0,0.70165515,0.0,0.0,-0.001,0,0
632591696,0.0,0.0,1.5554303,0.0,0.7125186,0.0,0.0,0.7016533,0.0,0.0,-0.001,0,0
632601654,0.0,0.0,1.5554377,0.0,0.71251595,0.0,0.0,0.701656,0.0,0.0,-0.001,0,0
632611727,0.0,0.0,1.5554444,0.0,0.7125136,0.0,0.0,0.7016583,0.0,0.0,-0.001,0,0
632621672,0.0,0.0,1.55547,0.0,0.7125047,0.0,0.0,0.70166737,0.0,0.0,-0.001,0,0
632631741,0.0,0.0,1.5554613,0.0,0.71250767,0.0,0.0,0.7016644,0.0,0.0,-0.001,0,0
632641693,0.0,0.0,1.555442,0.0,0.71251446,0.0,0.0,0.7016575,0.0,0.0,-0.001,0,0
632651816,0.0,0.0,1.5554605,0.0,0.712508,0.0,0.0,0.7016639,0.0,0.0,-0.001,0,0
632661664,0.0,0.0,1.5554419,0.0,0.7125145,0.0,0.0,0.7016574,0.0,0.0,-0.001,0,0
632671722,0.0,0.0,1.5554477,0.0,0.71251243,0.0,0.0,0.70165944,0.0,0.0,-0.001,0,0
632681668,0.0,0.0,1.5554756,0.0,0.71250266,0.0,0.0,0.7016694,0.0,0.0,-0.001,0,0
632691725,0.0,0.0,1.555485,0.0,0.7124994,0.0,0.0,0.7016728,0.0,0.0,-0.001,0,0
632701682,0.0,0.0,1.5555235,0.0,0.71248585,0.0,0.0,0.70168656,0.0,0.0,-0.001,0,0
632711768,0.0,0.0,1.5555207,0.0,0.71248686,0.0,0.0,0.7016855,0.0,0.0,-0.001,0,0
632721665,0.0,0.0,1.5555222,0.0,0.7124863,0.0,0.0,0.701686,0.0,0.0,-0.001,0,0
632731724,0.0,0.0,1.5555061,0.0,0.7124919,0.0,0.0,0.7016803,0.0,0.0,-0.001,0,0
632741748,0.0,0.0,1.5554705,0.0,0.7125045,0.0,0.0,0.70166755,0.0,0.0,-0.001,0,0
632751820,0.0,0.0,1.555479,0.0,0.71250147,0.0,0.0,0.70167065,0.0,0.0,-0.001,0,0
632761734,0.0,0.0,1.5555059,0.0,0.71249205,0.0,0.0,0.7016802,0.0,0.0,-0.001,0,0
632771697,0.0,0.0,1.5555304,0.0,0.7124834,0.0,0.0,0.70168895,0.0,0.0,-0.001,0,0
632781663,0.0,0.0,1.5555476,0.0,0.7124774,0.0,0.0,0.70169514,0.0,0.0,-0.001,0,0
632791715,0.0,0.0,1.5555309,0.0,0.7124832,0.0,0.0,0.7016892,0.0,0.0,-0.001,0,0
632801660,0.0,0.0,1.5555186,0.0,0.7124876,0.0,0.0,0.7016847,0.0,0.0,-0.001,0,0
632811704,0.0,0.0,1.5555062,0.0,0.7124919,0.0,0.0,0.7016803,0.0,0.0,-0.001,0,0
632821716,0.0,0.0,1.5554801,0.0,0.71250105,0.0,0.0,0.7016711,0.0,0.0,-0.001,0,0
632831696,0.0,0.0,1.5554922,0.0,0.7124969,0.0,0.0,0.70167536,0.0,0.0,-0.001,0,0
632841669,0.0,0.0,1.5555053,0.0,0.7124923,0.0,0.0,0.70167994,0.0,0.0,-0.001,0,0
632851709,0.0,0.0,1.5554994,0.0,0.7124943,0.0,0.0,0.701678,0.0,0.0,-0.001,0,0
632861851,0.0,0.0,1.5555042,0.0,0.7124926,0.0,0.0,0.7016797,0.0,0.0,-0.001,0,0
632871663,0.0,0.0,1.5554993,0.0,0.7124944,0.0,0.0,0.7016778,0.0,0.0,-0.001,0,0
632881699,0.0,0.0,1.5554695,0.0,0.7125048,0.0,0.0,0.7016673,0.0,0.0,-0.001,0,0
632891742,0.0,0.0,1.55548,0.0,0.71250117,0.0,0.0,0.701671,0.0,0.0,-0.001,0,0
