timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,eas2tas,calibration_count
634797625,634774951,6780433,19.085474,38.84,101095.97,1.1286517,1.0418088,0
634840873,634839899,6780433,19.074903,38.84,101096.1,1.1286532,1.0418082,0
634927590,634904867,6780433,19.273079,38.84,101093.71,1.1286266,1.0418205,0
634970772,634969800,6780433,19.452757,38.85,101091.58,1.1285665,1.0418483,0
635057372,635034752,6780433,19.526741,38.85,101090.69,1.1285566,1.0418528,0
635100670,635099700,6780433,19.473896,38.85,101091.32,1.1285638,1.0418495,0
635187315,635164672,6780433,19.484465,38.85,101091.2,1.1285623,1.0418502,0
635230571,635229600,6780433,19.703777,38.85,101088.555,1.1285328,1.0418638,0
635317217,635294572,6780433,19.78833,38.85,101087.55,1.1285216,1.041869,0
635360485,635359514,6780433,19.347063,38.85,101092.83,1.1285806,1.0418417,0
635447095,635424460,6780433,19.629791,38.855,101089.44,1.1285245,1.0418676,0
635490370,635489400,6780433,19.640362,38.86,101089.305,1.128505,1.0418767,0
635576974,635554350,6780433,19.579588,38.86,101090.06,1.1285135,1.0418727,0
635620275,635619299,6780433,19.746056,38.86,101088.05,1.1284909,1.0418831,0
635706869,635684249,6780433,20.06049,38.86,101084.28,1.1284488,1.0419025,0
635750189,635749212,6780433,19.410479,38.86,101092.08,1.1285359,1.0418624,0
635836770,635814190,6780433,19.545238,38.86,101090.445,1.1285177,1.0418707,0
635880175,635879100,6780433,19.682638,38.86,101088.805,1.1284994,1.0418793,0
635966670,635944049,6780433,19.431618,38.87,101091.83,1.1284971,1.0418802,0
636010021,636009034,6780433,19.640362,38.86,101089.305,1.128505,1.0418767,0
636096591,636073949,6780433,19.619223,38.87,101089.56,1.1284717,1.041892,0
636139874,636138903,6780433,19.576944,38.87,101090.07,1.1284775,1.0418894,0
636226469,636203849,6780433,19.756624,38.87,101087.92,1.1284535,1.0419004,0
636269817,636268847,6780433,19.51617,38.87,101090.82,1.1284858,1.0418855,0
636356370,636333750,6780433,19.629791,38.875,101089.44,1.1284523,1.041901,0
636399711,636398740,6780433,19.640362,38.87,101089.305,1.1284689,1.0418934,0
636486373,636463680,6780433,19.724916,38.875,101088.305,1.1284397,1.0419068,0
636529578,636528600,6780433,19.661499,38.87,101089.055,1.1284661,1.0418946,0
636616176,636593549,6780433,19.954798,38.87,101085.54,1.1284269,1.0419127,0
636659485,636658499,6780433,19.598083,38.879997,101089.82,1.1284385,1.0419073,0
636746106,636723466,6780433,19.76719,38.879997,101087.8,1.128416,1.0419178,0
636789387,636788416,6780433,20.123905,38.879997,101083.53,1.1283683,1.0419397,0
636876004,636853365,6780433,20.134476,38.875,101083.4,1.128385,1.0419321,0
636919276,636918305,6780433,20.31151,38.879997,101081.26,1.1283429,1.0419515,0
637005870,636983249,6780433,20.322079,38.879997,101081.13,1.1283414,1.0419521,0
637049201,637048227,6780433,20.438343,38.879997,101079.75,1.128326,1.0419593,0
637135771,637113167,6780433,20.544035,38.879997,101078.49,1.128312,1.0419657,0
637179098,637178099,6780433,20.501757,38.879997,101079.0,1.1283177,1.0419631,0
637265670,637243063,6780433,20.890177,38.879997,101074.34,1.1282656,1.0419872,0
637309002,637308002,6780433,20.544035,38.879997,101078.484,1.1283119,1.0419658,0
637395570,637372984,6780433,20.85847,38.89,101074.72,1.1282338,1.0420018,0
637438889,637437918,6780433,20.773916,38.879997,101075.73,1.1282811,1.04198,0
637525484,637502877,6780433,20.773916,38.885,101075.72,1.1282629,1.0419884,0
637568867,637567821,6780433,20.62859,38.89,101077.484,1.1282647,1.0419877,0
637655371,637632750,6780433,21.014368,38.89,101072.836,1.1282128,1.0420116,0
637698670,637697700,6780433,20.795055,38.89,101075.48,1.1282423,1.0419979,0
637785273,637762650,6780433,20.890177,38.89,101074.34,1.1282296,1.0420038,0
637828570,637827600,6780433,20.964163,38.89,101073.46,1.1282197,1.0420084,0
637915182,637892549,6780433,20.921886,38.89,101073.97,1.1282253,1.0420058,0
637958556,637957500,6780433,20.85847,38.89,101074.72,1.1282338,1.0420018,0
638045169,638022458,6780433,21.109491,38.89,101071.7,1.1282002,1.0420175,0
638088375,638087400,6780433,21.003798,38.899998,101072.96,1.1281779,1.0420277,0
638175023,638152367,6780433,21.122702,38.885,101071.56,1.1282166,1.0420098,0
638218270,638217300,6780433,21.024937,38.899998,101072.71,1.1281753,1.0420289,0
638304870,638282249,6780433,21.257462,38.894997,101069.94,1.1281623,1.0420349,0
638348184,638347211,6780433,21.445065,38.899998,101067.68,1.1281191,1.0420548,0
638434812,638412171,6780433,21.067215,38.899998,101072.2,1.1281695,1.0420315,0
638478077,638477102,6780433,21.402788,38.899998,101068.18,1.1281246,1.0420523,0
638564711,638542070,6780433,21.172907,38.899998,101070.94,1.1281554,1.0420381,0
638608006,638607034,6780433,20.773916,38.899998,101075.73,1.1282089,1.0420134,0
638694579,638671959,6780433,20.816195,38.899998,101075.22,1.1282032,1.042016,0
638737871,638736899,6780433,20.7105,38.899998,101076.48,1.1282172,1.0420095,0
638824488,638801849,6780433,20.763348,38.899998,101075.84,1.1282101,1.0420128,0
638867774,638866799,6780433,20.87961,38.899998,101074.47,1.1281948,1.0420198,0
638954372,638931769,6780433,20.805624,38.899998,101075.34,1.1282046,1.0420153,0
638997670,638996699,6780433,20.773916,38.91,101075.73,1.1281726,1.0420301,0
639084275,639061668,6780433,21.006441,38.899998,101072.95,1.1281779,1.0420277,0
639127625,639126599,6780433,21.130629,38.899998,101071.445,1.1281611,1.0420355,0
639214178,639191550,6780433,20.993229,38.905,101073.086,1.1281613,1.0420353,0
639257591,639256533,6780433,21.069855,38.91,101072.195,1.1281333,1.0420483,0
639344094,639321450,6780433,20.69993,38.91,101076.6,1.1281824,1.0420256,0
639387370,639386400,6780433,20.87961,38.91,101074.47,1.1281586,1.0420367,0
639474021,639451367,6780433,20.7105,38.91,101076.48,1.1281811,1.0420263,0
639517318,639516344,6780433,20.692003,38.91,101076.73,1.1281838,1.0420249,0
639603875,639581250,6780433,20.953594,38.905,101073.586,1.1281669,1.0420327,0
639647203,639646226,6780433,20.773916,38.91,101075.73,1.1281726,1.0420301,0
639733870,639711167,6780433,20.816195,38.91,101075.22,1.128167,1.0420327,0
639777095,639776099,6780433,20.900747,38.91,101074.22,1.1281558,1.0420378,0
639863671,639841050,6780433,20.742208,38.91,101076.1,1.1281768,1.0420282,0
639907007,639906019,6780433,20.985302,38.91,101073.21,1.1281446,1.0420431,0
639993571,639970950,6780433,20.731638,38.915,101076.23,1.1281601,1.0420359,0
640036870,640035899,6780433,20.900747,38.91,101074.22,1.1281558,1.0420378,0
640123551,640100849,6780433,20.763348,38.91,101075.84,1.128174,1.0420295,0
640166770,640165799,6780433,20.773916,38.91,101075.73,1.1281726,1.0420301,0
640253370,640230749,6780433,20.953594,38.91,101073.586,1.1281488,1.0420411,0
640296670,640295699,6780433,20.731638,38.92,101076.23,1.128142,1.0420443,0
640383277,640360670,6780433,20.932455,38.92,101073.84,1.1281154,1.0420566,0
640426595,640425599,6780433,21.130629,38.92,101071.445,1.1280886,1.042069,0
640513179,640490551,6780433,21.183475,38.915,101070.81,1.1280997,1.0420638,0
640556498,640555500,6780433,21.2786,38.92,101069.69,1.128069,1.0420779,0
640643074,640620470,6780433,21.26803,38.92,101069.81,1.1280705,1.0420773,0
640686369,640685400,6780433,21.151768,38.92,101071.195,1.1280859,1.0420702,0
640773023,640750386,6780433,21.2786,38.92,101069.69,1.128069,1.0420779,0
640816383,640815319,6780433,21.109491,38.92,101071.695,1.1280915,1.0420675,0
640902870,640880249,6780433,21.120062,38.92,101071.57,1.1280901,1.0420682,0
640946206,640945214,6780433,21.257462,38.92,101069.94,1.1280718,1.0420767,0
641032774,641010150,6780433,21.331448,38.92,101069.055,1.128062,1.0420812,0
641076120,641075146,6780433,21.215183,38.92,101070.44,1.1280774,1.0420741,0
641162670,641140058,6780433,20.964163,38.925,101073.45,1.128093,1.0420669,0
641206004,641205030,6780433,20.87961,38.93,101074.47,1.1280863,1.04207,0
641292624,641269952,6780433,20.943024,38.92,101073.72,1.1281141,1.0420572,0
641335870,641334900,6780433,20.85847,38.92,101074.72,1.1281252,1.042052,0
641422598,641399867,6780433,21.098923,38.93,101071.83,1.1280569,1.0420836,0
641465775,641464799,6780433,21.320875,38.92,101069.18,1.1280634,1.0420805,0
641552373,641529751,6780433,21.162336,38.93,101071.07,1.1280484,1.0420874,0
641595670,641594700,6780433,21.151768,38.93,101071.195,1.1280499,1.0420868,0
641682319,641659672,6780433,21.2786,38.92,101069.69,1.128069,1.0420779,0
641725570,641724600,6780433,21.172907,38.93,101070.945,1.128047,1.0420882,0
641812222,641789579,6780433,21.067215,38.934998,101072.2,1.1280429,1.04209,0
641855485,641854515,6780433,21.342014,38.93,101068.93,1.1280245,1.0420985,0
641942095,641919461,6780433,21.120062,38.93,101071.58,1.128054,1.0420849,0
641985370,641984399,6780433,20.964163,38.93,101073.46,1.1280751,1.0420752,0
642071971,642049350,6780433,21.141197,38.934998,101071.31,1.128033,1.0420946,0
642115278,642114301,6780433,20.943024,38.94,101073.71,1.1280417,1.0420905,0
642201871,642179250,6780433,21.120062,38.934998,101071.58,1.1280359,1.0420933,0
642245184,642244211,6780433,21.381649,38.93,101068.43,1.128019,1.0421011,0
642331770,642309189,6780433,21.215183,38.934998,101070.44,1.1280233,1.0420991,0
642375156,642374099,6780433,20.964163,38.94,101073.46,1.1280389,1.0420918,0
642461716,642439049,6780433,21.088352,38.934998,101071.95,1.1280402,1.0420913,0
642505020,642504033,6780433,21.381649,38.93,101068.43,1.128019,1.0421011,0
642591592,642568949,6780433,21.402788,38.934998,101068.18,1.1279981,1.0421107,0
642634869,642633900,6780433,21.2786,38.93,101069.69,1.128033,1.0420946,0
642721472,642698849,6780433,21.445065,38.93,101067.68,1.1280106,1.042105,0
642764822,642763851,6780433,21.194044,38.93,101070.695,1.1280442,1.0420895,0
642851373,642828749,6780433,21.194044,38.94,101070.69,1.128008,1.0421062,0
642894714,642893743,6780433,20.921886,38.94,101073.97,1.1280446,1.0420892,0
642981360,642958666,6780433,21.109491,38.93,101071.7,1.1280555,1.0420842,0
643024578,643023600,6780433,20.773916,38.94,101075.73,1.1280642,1.0420802,0
643111179,643088549,6780433,21.088352,38.94,101071.945,1.128022,1.0420997,0
643154491,643153501,6780433,21.257462,38.94,101069.94,1.1279995,1.0421101,0
643241105,643218465,6780433,21.257462,38.94,101069.94,1.1279995,1.0421101,0
643284371,643283401,6780433,21.320875,38.93,101069.19,1.1280274,1.0420971,0
643371005,643348366,6780433,21.067215,38.934998,101072.2,1.1280429,1.04209,0
643414273,643413299,6780433,21.215183,38.94,101070.44,1.1280051,1.0421075,0
643500874,643478251,6780433,21.067215,38.94,101072.2,1.1280249,1.0420984,0
643544201,643543227,6780433,21.048717,38.94,101072.445,1.1280276,1.0420971,0
643630771,643608166,6780433,21.120062,38.94,101071.57,1.1280179,1.0421015,0
643674095,643673101,6780433,21.130629,38.94,101071.445,1.1280164,1.0421023,0
643760670,643738065,6780433,21.077784,38.94,101072.08,1.1280235,1.042099,0
643803971,643803000,6780433,21.299738,38.94,101069.43,1.127994,1.0421127,0
643890570,643867983,6780433,21.120062,38.94,101071.58,1.1280179,1.0421015,0
643933872,643932901,6780433,21.069855,38.94,101072.195,1.1280248,1.0420984,0
644020485,643997878,6780433,20.99587,38.94,101073.08,1.1280347,1.0420939,0
644063875,644062828,6780433,21.024937,38.94,101072.71,1.1280305,1.0420957,0
644150391,644127752,6780433,21.088352,38.94,101071.945,1.128022,1.0420997,0
644193672,644192700,6780433,21.088352,38.94,101071.945,1.128022,1.0420997,0
644280280,644257649,6780433,21.215183,38.94,101070.44,1.1280051,1.0421075,0
644323571,644322600,6780433,21.2786,38.94,101069.69,1.1279968,1.0421113,0
644410184,644387549,6780433,20.993229,38.945,101073.086,1.1280167,1.0421021,0
644453553,644452500,6780433,21.088352,38.94,101071.945,1.128022,1.0420997,0
644540168,644517450,6780433,21.02758,38.945,101072.7,1.1280124,1.0421041,0
644583375,644582401,6780433,21.109491,38.94,101071.695,1.1280192,1.042101,0
644670021,644647367,6780433,21.077784,38.945,101072.08,1.1280055,1.0421073,0
644713274,644712300,6780433,21.130629,38.95,101071.445,1.1279802,1.042119,0
644799870,644777256,6780433,21.056644,38.94,101072.33,1.1280262,1.0420977,0
644843187,644842211,6780433,21.236322,38.94,101070.19,1.1280024,1.0421088,0
644929811,644907170,6780433,21.130629,38.94,101071.445,1.1280164,1.0421023,0
644973071,644972100,6780433,21.046076,38.95,101072.46,1.1279916,1.0421138,0
645059711,645037069,6780433,21.120062,38.94,101071.58,1.1280179,1.0421015,0
645103016,645102034,6780433,21.172907,38.94,101070.945,1.1280109,1.0421048,0
645189579,645166959,6780433,21.194044,38.94,101070.69,1.128008,1.0421062,0
645232874,645231900,6780433,21.194044,38.94,101070.69,1.128008,1.0421062,0
645319488,645296849,6780433,21.194044,38.94,101070.69,1.128008,1.0421062,0
645362774,645361801,6780433,21.069855,38.94,101072.195,1.1280248,1.0420984,0
645449390,645426776,6780433,21.024937,38.945,101072.71,1.1280125,1.0421041,0
645492671,645491701,6780433,21.024937,38.95,101072.71,1.1279944,1.0421125,0
645579294,645556676,6780433,21.162336,38.94,101071.06,1.1280122,1.0421042,0
645622619,645621600,6780433,21.024937,38.94,101072.71,1.1280305,1.0420957,0
645709178,645686549,6780433,21.109491,38.95,101071.695,1.1279831,1.0421177,0
645752594,645751534,6780433,21.257462,38.94,101069.94,1.1279995,1.0421101,0
645839097,645816450,6780433,21.038149,38.94,101072.58,1.1280291,1.0420964,0
645882374,645881400,6780433,20.522896,38.94,101078.75,1.1280979,1.0420645,0
645968972,645946350,6780433,19.65093,38.94,101089.19,1.1282144,1.0420108,0
646012310,646011336,6780433,19.325924,38.95,101093.086,1.1282218,1.0420074,0
646098874,646076251,6780433,19.336494,38.945,101092.96,1.1282384,1.0419997,0
646142206,646141230,6780433,19.074903,38.95,101096.11,1.1282555,1.0419918,0
646228872,646206167,6780433,18.937504,38.945,101097.75,1.128292,1.041975,0
646272073,646271101,6780433,19.199095,38.94,101094.6,1.1282748,1.0419829,0
646358671,646336050,6780433,19.220232,38.95,101094.34,1.1282358,1.0420009,0
646401971,646401000,6780433,19.975937,38.95,101085.29,1.1281347,1.0420476,0
646488570,646465950,6780433,20.533464,38.945,101078.62,1.1280783,1.0420736,0
646531870,646530900,6780433,20.921886,38.95,101073.97,1.1280084,1.0421059,0
646618471,646595849,6780433,21.603603,38.95,101065.78,1.127917,1.0421481,0
646661772,646660801,6780433,22.182274,38.94,101058.86,1.1278759,1.0421672,0
646748378,646725750,6780433,22.034302,38.95,101060.625,1.1278595,1.0421748,0
646791739,646790699,6780433,21.844055,38.95,101062.89,1.1278847,1.0421631,0
646878300,646855667,6780433,21.865194,38.945,101062.64,1.1279,1.0421561,0
646921592,646920599,6780433,21.320875,38.95,101069.18,1.127955,1.0421307,0
647008174,646985550,6780433,21.088352,38.95,101071.95,1.1279858,1.0421164,0
647051501,647050499,6780433,21.447708,38.95,101067.664,1.127938,1.0421385,0
647138071,647115471,6780433,21.215183,38.95,101070.44,1.127969,1.0421242,0
647181377,647180399,6780433,21.65645,38.94,101065.16,1.1279463,1.0421346,0
647268002,647245386,6780433,21.561329,38.945,101066.28,1.1279407,1.0421373,0
647311384,647310318,6780433,21.719868,38.94,101064.4,1.1279378,1.0421386,0
647397870,647375250,6780433,21.762142,38.945,101063.9,1.1279141,1.0421495,0
647441203,647440211,6780433,21.381649,38.95,101068.43,1.1279466,1.0421345,0
647527787,647505149,6780433,21.28917,38.955,101069.555,1.1279413,1.0421369,0
647571122,647570151,6780433,21.381649,38.95,101068.43,1.1279466,1.0421345,0
647657670,647635050,6780433,21.458277,38.95,101067.54,1.1279366,1.0421392,0
647701004,647700033,6780433,21.402788,38.95,101068.18,1.1279439,1.0421357,0
647787619,647764951,6780433,21.363153,38.955,101068.67,1.1279314,1.0421416,0
647830870,647829900,6780433,21.381649,38.95,101068.43,1.1279466,1.0421345,0
647917594,647894867,6780433,20.240168,38.95,101082.14,1.1280996,1.0420638,0
647960772,647959800,6780433,18.464529,38.95,101103.41,1.1283369,1.0419543,0
648047376,648024751,6780433,18.686483,38.95,101100.766,1.1283075,1.0419679,0
648090671,648089700,6780433,18.633638,38.95,101101.4,1.1283145,1.0419647,0
648177324,648154674,6780433,18.6125,38.95,101101.65,1.1283174,1.0419633,0
648220570,648219600,6780433,18.57022,38.95,101102.16,1.1283231,1.0419606,0
648307211,648284570,6780433,18.549084,38.95,101102.41,1.1283258,1.0419594,0
648350489,648349514,6780433,18.549084,38.96,101102.41,1.1282897,1.0419761,0
648437091,648414459,6780433,18.675915,38.95,101100.89,1.1283089,1.0419672,0
648480375,648479400,6780433,18.485668,38.95,101103.16,1.1283342,1.0419555,0
648566971,648544349,6780433,18.644207,38.95,101101.27,1.1283132,1.0419652,0
648610277,648609301,6780433,18.34034,38.95,101104.914,1.1283537,1.0419465,0
648696870,648674249,6780433,18.644207,38.95,101101.27,1.1283132,1.0419652,0
648740181,648739211,6780433,18.633638,38.95,101101.4,1.1283145,1.0419647,0
648826770,648804190,6780433,18.84238,38.955,101098.88,1.1282685,1.0419859,0
648870164,648869100,6780433,18.84238,38.95,101098.875,1.1282864,1.0419776,0
648956671,648934049,6780433,18.517376,38.95,101102.78,1.12833,1.0419575,0
649000021,648999035,6780433,18.549084,38.95,101102.41,1.1283258,1.0419594,0
649086586,649063949,6780433,18.71555,38.955,101100.39,1.1282853,1.0419781,0
649129870,649128899,6780433,18.69441,38.96,101100.65,1.12827,1.0419852,0
649216472,649193850,6780433,18.686483,38.96,101100.766,1.1282715,1.0419844,0
649259812,649258841,6780433,18.778965,38.96,101099.64,1.1282588,1.0419903,0
649346374,649323749,6780433,18.778965,38.955,101099.63,1.128277,1.0419819,0
649389712,649388740,6780433,18.86352,38.96,101098.625,1.1282475,1.0419955,0
649476374,649453675,6780433,18.778965,38.955,101099.64,1.128277,1.0419819,0
649519578,649518599,6780433,18.527945,38.96,101102.66,1.1282926,1.0419748,0
649606173,649583550,6780433,18.686483,38.96,101100.766,1.1282715,1.0419844,0
649649490,649648499,6780433,18.821241,38.96,101099.14,1.1282532,1.0419929,0
649736070,649713449,6780433,18.726118,38.96,101100.266,1.1282659,1.0419871,0
649779383,649778409,6780433,18.527945,38.96,101102.66,1.1282926,1.0419748,0
649866003,649843366,6780433,18.789534,38.96,101099.51,1.1282574,1.041991,0
649909285,649908311,6780433,18.654776,38.96,101101.15,1.1282756,1.0419825,0
649995870,649973266,6780433,18.757826,38.96,101099.89,1.1282617,1.041989,0
650039209,650038229,6780433,18.800104,38.96,101099.39,1.1282561,1.0419916,0
650125773,650103167,6780433,18.768396,38.96,101099.766,1.1282603,1.0419897,0
650169159,650168099,6780433,18.57022,38.96,101102.16,1.128287,1.0419773,0
650255670,650233049,6780433,18.71555,38.964996,101100.39,1.1282492,1.0419948,0
650298971,650298000,6780433,18.757826,38.96,101099.89,1.1282617,1.041989,0
650385575,650362968,6780433,18.496237,38.969997,101103.03,1.1282605,1.0419896,0
650428910,650427937,6780433,18.697054,38.969997,101100.64,1.1282339,1.0420018,0
650515490,650492879,6780433,18.768396,38.964996,101099.766,1.1282421,1.041998,0
650558855,650557884,6780433,18.506805,38.969997,101102.91,1.1282591,1.0419902,0
650645418,650622750,6780433,18.768396,38.969997,101099.766,1.1282241,1.0420064,0
650688670,650687699,6780433,18.778965,38.969997,101099.64,1.1282226,1.0420071,0
650775277,650752649,6780433,18.800104,38.969997,101099.39,1.1282198,1.0420083,0
650818571,650817600,6780433,18.800104,38.96,101099.39,1.1282561,1.0419916,0
650905174,650882549,6780433,18.768396,38.969997,101099.76,1.128224,1.0420064,0
650948474,650947500,6780433,18.71555,38.98,101100.39,1.1281948,1.0420198,0
651035106,651012468,6780433,18.97978,38.969997,101097.24,1.1281959,1.0420194,0
651078378,651077400,6780433,19.01149,38.969997,101096.87,1.1281917,1.0420213,0
651165020,651142367,6780433,18.884657,38.975,101098.375,1.1281904,1.042022,0
651208270,651207299,6780433,18.926935,38.98,101097.875,1.1281668,1.0420328,0
651294871,651272250,6780433,18.707623,38.98,101100.516,1.1281962,1.0420191,0
651338184,651337210,6780433,18.527945,38.98,101102.66,1.1282202,1.0420082,0
651424771,651402150,6780433,18.874088,38.98,101098.5,1.1281737,1.0420296,0
651468072,651467100,6780433,19.032627,38.98,101096.62,1.1281527,1.0420393,0
651554713,651532071,6780433,18.59136,38.98,101101.91,1.1282117,1.0420121,0
651598003,651597033,6780433,18.926935,38.98,101097.875,1.1281668,1.0420328,0
651684583,651661963,6780433,18.623068,38.985,101101.52,1.1281893,1.0420223,0
651727961,651726899,6780433,18.99035,38.98,101097.12,1.1281583,1.0420367,0
651814492,651791850,6780433,18.707623,38.98,101100.516,1.1281962,1.0420191,0
651857773,651856800,6780433,18.757826,38.98,101099.89,1.1281893,1.0420223,0
651944376,651921750,6780433,18.665344,38.985,101101.02,1.1281838,1.0420249,0
651987670,651986700,6780433,19.01149,38.98,101096.87,1.1281556,1.042038,0
652074283,652051671,6780433,18.905796,38.989998,101098.125,1.1281334,1.0420482,0
652117607,652116636,6780433,19.074903,38.98,101096.11,1.128147,1.0420419,0
652204175,652181550,6780433,18.747257,38.989998,101100.016,1.1281545,1.0420384,0
652247531,652246535,6780433,18.633638,38.989998,101101.4,1.12817,1.0420313,0
652334157,652311450,6780433,18.874088,38.989998,101098.5,1.1281377,1.0420462,0
652377386,652376401,6780433,18.86352,38.989998,101098.625,1.128139,1.0420456,0
652463971,652441349,6780433,18.810673,38.995,101099.26,1.128128,1.0420507,0
652507273,652506302,6780433,18.778965,39.0,101099.64,1.1281142,1.0420572,0
652593904,652571266,6780433,18.633638,39.0,101101.4,1.1281339,1.042048,0
652637198,652636227,6780433,18.86352,39.0,101098.625,1.1281029,1.0420623,0
652723853,652701198,6780433,18.800104,39.0,101099.39,1.1281115,1.0420583,0
652767093,652766101,6780433,18.926935,39.0,101097.875,1.1280946,1.0420661,0
652853671,652831049,6780433,18.905796,39.0,101098.125,1.1280973,1.0420649,0
652897003,652896007,6780433,18.800104,39.0,101099.39,1.1281115,1.0420583,0
652983576,652960950,6780433,18.874088,39.0,101098.5,1.1281015,1.042063,0
653026872,653025900,6780433,19.156816,39.0,101095.11,1.1280637,1.0420804,0
